id,atom:entry,atom:entry/atom:id,atom:entry/atom:link,atom:entry/atom:published,atom:entry/atom:updated,atom:entry/atom:source/atom:generator,atom:entry/atom:title,atom:entry/atom:author/atom:name,atom:entry/atom:category,atom:entry/oreatom:triples/rdf:Description,atom:entry/oreatom:triples/rdf:Description/rdf:type,atom:entry/oreatom:triples/rdf:Description/dcterms:modified,atom:entry/oreatom:triples/rdf:Description/dcterms:description,date
oai:secundus.datadryad.org:10255/dryad.204,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.246+00:00
oai:secundus.datadryad.org:10255/dryad.205,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.251+00:00
oai:secundus.datadryad.org:10255/dryad.206,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.255+00:00
oai:secundus.datadryad.org:10255/dryad.207,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.260+00:00
oai:secundus.datadryad.org:10255/dryad.208,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.263+00:00
oai:secundus.datadryad.org:10255/dryad.209,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.267+00:00
oai:secundus.datadryad.org:10255/dryad.210,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.270+00:00
oai:secundus.datadryad.org:10255/dryad.211,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.273+00:00
oai:secundus.datadryad.org:10255/dryad.212,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.276+00:00
oai:secundus.datadryad.org:10255/dryad.213,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.280+00:00
oai:secundus.datadryad.org:10255/dryad.214,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.285+00:00
oai:secundus.datadryad.org:10255/dryad.215,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.288+00:00
oai:secundus.datadryad.org:10255/dryad.216,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.291+00:00
oai:secundus.datadryad.org:10255/dryad.217,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.294+00:00
oai:secundus.datadryad.org:10255/dryad.218,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.297+00:00
oai:secundus.datadryad.org:10255/dryad.219,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.300+00:00
oai:secundus.datadryad.org:10255/dryad.220,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.303+00:00
oai:secundus.datadryad.org:10255/dryad.222,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.306+00:00
oai:secundus.datadryad.org:10255/dryad.223,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:28.310+00:00
oai:secundus.datadryad.org:10255/dryad.228,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:28.312+00:00
oai:secundus.datadryad.org:10255/dryad.229,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.707+00:00
oai:secundus.datadryad.org:10255/dryad.230,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.713+00:00
oai:secundus.datadryad.org:10255/dryad.231,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.716+00:00
oai:secundus.datadryad.org:10255/dryad.232,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.719+00:00
oai:secundus.datadryad.org:10255/dryad.233,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.722+00:00
oai:secundus.datadryad.org:10255/dryad.234,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.725+00:00
oai:secundus.datadryad.org:10255/dryad.235,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.727+00:00
oai:secundus.datadryad.org:10255/dryad.236,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.731+00:00
oai:secundus.datadryad.org:10255/dryad.238,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.735+00:00
oai:secundus.datadryad.org:10255/dryad.239,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.737+00:00
oai:secundus.datadryad.org:10255/dryad.240,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.740+00:00
oai:secundus.datadryad.org:10255/dryad.237,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.743+00:00
oai:secundus.datadryad.org:10255/dryad.241,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.746+00:00
oai:secundus.datadryad.org:10255/dryad.242,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.749+00:00
oai:secundus.datadryad.org:10255/dryad.243,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.752+00:00
oai:secundus.datadryad.org:10255/dryad.244,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.755+00:00
oai:secundus.datadryad.org:10255/dryad.245,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.758+00:00
oai:secundus.datadryad.org:10255/dryad.246,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.761+00:00
oai:secundus.datadryad.org:10255/dryad.247,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.764+00:00
oai:secundus.datadryad.org:10255/dryad.248,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.767+00:00
oai:secundus.datadryad.org:10255/dryad.249,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.770+00:00
oai:secundus.datadryad.org:10255/dryad.250,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.773+00:00
oai:secundus.datadryad.org:10255/dryad.251,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.776+00:00
oai:secundus.datadryad.org:10255/dryad.252,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.779+00:00
oai:secundus.datadryad.org:10255/dryad.253,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.782+00:00
oai:secundus.datadryad.org:10255/dryad.254,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.787+00:00
oai:secundus.datadryad.org:10255/dryad.316,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.790+00:00
oai:secundus.datadryad.org:10255/dryad.315,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.793+00:00
oai:secundus.datadryad.org:10255/dryad.356,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.795+00:00
oai:secundus.datadryad.org:10255/dryad.355,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.798+00:00
oai:secundus.datadryad.org:10255/dryad.384,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.799+00:00
oai:secundus.datadryad.org:10255/dryad.385,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.807+00:00
oai:secundus.datadryad.org:10255/dryad.383,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.810+00:00
oai:secundus.datadryad.org:10255/dryad.390,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.812+00:00
oai:secundus.datadryad.org:10255/dryad.389,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.816+00:00
oai:secundus.datadryad.org:10255/dryad.394,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.818+00:00
oai:secundus.datadryad.org:10255/dryad.393,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.823+00:00
oai:secundus.datadryad.org:10255/dryad.398,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.825+00:00
oai:secundus.datadryad.org:10255/dryad.397,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.829+00:00
oai:secundus.datadryad.org:10255/dryad.402,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.831+00:00
oai:secundus.datadryad.org:10255/dryad.403,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.834+00:00
oai:secundus.datadryad.org:10255/dryad.404,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.837+00:00
oai:secundus.datadryad.org:10255/dryad.405,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.840+00:00
oai:secundus.datadryad.org:10255/dryad.401,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.843+00:00
oai:secundus.datadryad.org:10255/dryad.409,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.845+00:00
oai:secundus.datadryad.org:10255/dryad.408,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.849+00:00
oai:secundus.datadryad.org:10255/dryad.413,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.851+00:00
oai:secundus.datadryad.org:10255/dryad.412,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.855+00:00
oai:secundus.datadryad.org:10255/dryad.417,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.857+00:00
oai:secundus.datadryad.org:10255/dryad.418,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.860+00:00
oai:secundus.datadryad.org:10255/dryad.419,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.864+00:00
oai:secundus.datadryad.org:10255/dryad.420,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.867+00:00
oai:secundus.datadryad.org:10255/dryad.421,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.870+00:00
oai:secundus.datadryad.org:10255/dryad.422,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.873+00:00
oai:secundus.datadryad.org:10255/dryad.423,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:29.876+00:00
oai:secundus.datadryad.org:10255/dryad.416,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:29.882+00:00
oai:secundus.datadryad.org:10255/dryad.476,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.154+00:00
oai:secundus.datadryad.org:10255/dryad.477,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.160+00:00
oai:secundus.datadryad.org:10255/dryad.478,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.163+00:00
oai:secundus.datadryad.org:10255/dryad.479,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.169+00:00
oai:secundus.datadryad.org:10255/dryad.475,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.173+00:00
oai:secundus.datadryad.org:10255/dryad.482,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.175+00:00
oai:secundus.datadryad.org:10255/dryad.481,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.179+00:00
oai:secundus.datadryad.org:10255/dryad.485,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.181+00:00
oai:secundus.datadryad.org:10255/dryad.484,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.185+00:00
oai:secundus.datadryad.org:10255/dryad.488,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.187+00:00
oai:secundus.datadryad.org:10255/dryad.487,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.192+00:00
oai:secundus.datadryad.org:10255/dryad.492,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.194+00:00
oai:secundus.datadryad.org:10255/dryad.491,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.198+00:00
oai:secundus.datadryad.org:10255/dryad.503,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.200+00:00
oai:secundus.datadryad.org:10255/dryad.502,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.204+00:00
oai:secundus.datadryad.org:10255/dryad.506,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.206+00:00
oai:secundus.datadryad.org:10255/dryad.507,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.210+00:00
oai:secundus.datadryad.org:10255/dryad.505,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.214+00:00
oai:secundus.datadryad.org:10255/dryad.510,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.216+00:00
oai:secundus.datadryad.org:10255/dryad.509,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.220+00:00
oai:secundus.datadryad.org:10255/dryad.513,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.222+00:00
oai:secundus.datadryad.org:10255/dryad.514,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.227+00:00
oai:secundus.datadryad.org:10255/dryad.515,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.230+00:00
oai:secundus.datadryad.org:10255/dryad.516,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.233+00:00
oai:secundus.datadryad.org:10255/dryad.512,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.237+00:00
oai:secundus.datadryad.org:10255/dryad.518,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.239+00:00
oai:secundus.datadryad.org:10255/dryad.520,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.246+00:00
oai:secundus.datadryad.org:10255/dryad.519,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.250+00:00
oai:secundus.datadryad.org:10255/dryad.522,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.252+00:00
oai:secundus.datadryad.org:10255/dryad.524,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.254+00:00
oai:secundus.datadryad.org:10255/dryad.523,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.258+00:00
oai:secundus.datadryad.org:10255/dryad.528,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.261+00:00
oai:secundus.datadryad.org:10255/dryad.527,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.265+00:00
oai:secundus.datadryad.org:10255/dryad.531,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.267+00:00
oai:secundus.datadryad.org:10255/dryad.530,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.271+00:00
oai:secundus.datadryad.org:10255/dryad.535,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.273+00:00
oai:secundus.datadryad.org:10255/dryad.534,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.277+00:00
oai:secundus.datadryad.org:10255/dryad.538,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.278+00:00
oai:secundus.datadryad.org:10255/dryad.537,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.282+00:00
oai:secundus.datadryad.org:10255/dryad.541,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.284+00:00
oai:secundus.datadryad.org:10255/dryad.542,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.288+00:00
oai:secundus.datadryad.org:10255/dryad.540,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.291+00:00
oai:secundus.datadryad.org:10255/dryad.545,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.293+00:00
oai:secundus.datadryad.org:10255/dryad.546,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.295+00:00
oai:secundus.datadryad.org:10255/dryad.549,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.298+00:00
oai:secundus.datadryad.org:10255/dryad.552,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.301+00:00
oai:secundus.datadryad.org:10255/dryad.551,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.306+00:00
oai:secundus.datadryad.org:10255/dryad.555,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.308+00:00
oai:secundus.datadryad.org:10255/dryad.559,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.311+00:00
oai:secundus.datadryad.org:10255/dryad.558,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.314+00:00
oai:secundus.datadryad.org:10255/dryad.562,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.316+00:00
oai:secundus.datadryad.org:10255/dryad.561,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.319+00:00
oai:secundus.datadryad.org:10255/dryad.565,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.321+00:00
oai:secundus.datadryad.org:10255/dryad.564,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.326+00:00
oai:secundus.datadryad.org:10255/dryad.569,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.327+00:00
oai:secundus.datadryad.org:10255/dryad.568,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.331+00:00
oai:secundus.datadryad.org:10255/dryad.572,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.332+00:00
oai:secundus.datadryad.org:10255/dryad.571,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.335+00:00
oai:secundus.datadryad.org:10255/dryad.576,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.337+00:00
oai:secundus.datadryad.org:10255/dryad.577,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.340+00:00
oai:secundus.datadryad.org:10255/dryad.578,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.343+00:00
oai:secundus.datadryad.org:10255/dryad.579,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.346+00:00
oai:secundus.datadryad.org:10255/dryad.580,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.349+00:00
oai:secundus.datadryad.org:10255/dryad.581,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.352+00:00
oai:secundus.datadryad.org:10255/dryad.582,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.355+00:00
oai:secundus.datadryad.org:10255/dryad.575,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.358+00:00
oai:secundus.datadryad.org:10255/dryad.585,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.360+00:00
oai:secundus.datadryad.org:10255/dryad.584,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.364+00:00
oai:secundus.datadryad.org:10255/dryad.588,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.366+00:00
oai:secundus.datadryad.org:10255/dryad.587,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.369+00:00
oai:secundus.datadryad.org:10255/dryad.591,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.371+00:00
oai:secundus.datadryad.org:10255/dryad.590,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.375+00:00
oai:secundus.datadryad.org:10255/dryad.594,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.377+00:00
oai:secundus.datadryad.org:10255/dryad.593,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.380+00:00
oai:secundus.datadryad.org:10255/dryad.597,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.382+00:00
oai:secundus.datadryad.org:10255/dryad.596,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.385+00:00
oai:secundus.datadryad.org:10255/dryad.600,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.387+00:00
oai:secundus.datadryad.org:10255/dryad.601,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.390+00:00
oai:secundus.datadryad.org:10255/dryad.602,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.393+00:00
oai:secundus.datadryad.org:10255/dryad.603,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.396+00:00
oai:secundus.datadryad.org:10255/dryad.605,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.398+00:00
oai:secundus.datadryad.org:10255/dryad.604,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.401+00:00
oai:secundus.datadryad.org:10255/dryad.610,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.403+00:00
oai:secundus.datadryad.org:10255/dryad.609,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.406+00:00
oai:secundus.datadryad.org:10255/dryad.613,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.409+00:00
oai:secundus.datadryad.org:10255/dryad.612,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.413+00:00
oai:secundus.datadryad.org:10255/dryad.616,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.415+00:00
oai:secundus.datadryad.org:10255/dryad.615,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.418+00:00
oai:secundus.datadryad.org:10255/dryad.619,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.420+00:00
oai:secundus.datadryad.org:10255/dryad.620,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.423+00:00
oai:secundus.datadryad.org:10255/dryad.621,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.426+00:00
oai:secundus.datadryad.org:10255/dryad.618,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:31.429+00:00
oai:secundus.datadryad.org:10255/dryad.624,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:31.431+00:00
oai:secundus.datadryad.org:10255/dryad.623,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:32.830+00:00
oai:secundus.datadryad.org:10255/dryad.628,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.832+00:00
oai:secundus.datadryad.org:10255/dryad.627,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:32.838+00:00
oai:secundus.datadryad.org:10255/dryad.631,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.840+00:00
oai:secundus.datadryad.org:10255/dryad.632,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.846+00:00
oai:secundus.datadryad.org:10255/dryad.633,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.849+00:00
oai:secundus.datadryad.org:10255/dryad.634,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.852+00:00
oai:secundus.datadryad.org:10255/dryad.635,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.854+00:00
oai:secundus.datadryad.org:10255/dryad.630,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:32.857+00:00
oai:secundus.datadryad.org:10255/dryad.638,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.859+00:00
oai:secundus.datadryad.org:10255/dryad.639,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.862+00:00
oai:secundus.datadryad.org:10255/dryad.637,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:32.865+00:00
oai:secundus.datadryad.org:10255/dryad.643,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.867+00:00
oai:secundus.datadryad.org:10255/dryad.642,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-20T14:18:32.871+00:00
oai:secundus.datadryad.org:10255/dryad.647,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.873+00:00
oai:secundus.datadryad.org:10255/dryad.648,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T14:18:32.878+00:00
