id,resource,resource/identifier,resource/alternateIdentifiers/alternateIdentifier,resource/relatedIdentifiers/relatedIdentifier,resource/titles/title,resource/rights,resource/creators/creator/creatorName,resource/descriptions/description,resource/subjects/subject,resource/resourceType,resource/publicationYear,resource/publisher,resource/dates/date,resource/creators/creator/nameIdentifier,date
oai:figshare.com:article/7737320,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737317,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737308,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737296,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737287,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737299,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737302,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737290,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737293,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737275,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737272,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737281,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737269,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737284,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737278,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737266,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737263,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737251,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737260,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737257,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737254,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737239,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737245,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737236,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737248,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737242,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737227,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737233,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737221,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737218,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737230,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737224,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737209,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737197,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737200,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737215,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737212,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737203,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737206,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737194,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737191,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737188,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737179,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737185,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737182,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737164,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737176,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737167,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737173,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737170,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737158,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737161,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737155,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737146,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737149,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737143,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737152,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737125,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737134,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737131,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737128,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737137,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737140,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737110,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737119,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737116,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737113,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737122,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737107,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737098,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737095,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737092,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737101,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737104,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737077,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737086,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737089,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737083,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737080,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737074,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737062,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737068,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737071,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737059,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737065,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737056,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737050,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7737053,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7738901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019
oai:figshare.com:article/8152901,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152895,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7728251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019
oai:figshare.com:article/8152889,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152886,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152883,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152880,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152877,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152874,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7861505,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7861499,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7861493,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7861487,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7861481,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7951853,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152868,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152865,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152862,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152835,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152850,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/7963478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019
oai:figshare.com:article/8152847,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152841,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152805,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152811,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152751,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152724,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152823,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152820,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152814,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152802,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152799,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152796,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152793,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152790,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152787,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152781,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152784,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152778,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152775,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152772,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152769,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019
oai:figshare.com:article/8152757,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152733,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152730,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152664,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152685,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152682,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152679,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152676,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152661,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8124968,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152607,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152652,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8137871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019
oai:figshare.com:article/8061959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019
oai:figshare.com:article/8061956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019
oai:figshare.com:article/8152649,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152637,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152622,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152619,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152616,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152613,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152610,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152565,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8058956,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152574,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152553,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8148692,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152556,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152532,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152544,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152541,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8085647,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8085659,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8085674,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8085689,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152505,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152502,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152499,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152493,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150846,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150975,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150942,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150900,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150978,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150852,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150840,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150843,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150873,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150924,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150921,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150915,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150894,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150912,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150939,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150909,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150927,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150963,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150960,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150945,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150981,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150864,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150861,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150849,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150855,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150876,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150882,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150969,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150870,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150903,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150954,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150933,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150951,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150972,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150957,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150948,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150885,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150834,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150837,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150858,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150867,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150888,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150897,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150936,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150966,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150891,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150918,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150930,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150906,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8150879,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152478,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152475,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152472,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152463,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152466,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152469,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152460,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152454,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152457,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152451,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152442,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152436,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152448,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152445,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152439,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152430,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152427,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152433,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152409,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152412,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152424,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152418,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152421,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152403,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152406,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152400,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152391,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152385,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152379,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152397,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152394,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152388,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152382,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152376,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152364,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152352,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152373,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152355,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152367,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152358,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152370,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152361,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152349,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152340,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152343,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152334,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152337,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152331,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152346,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152328,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152325,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152316,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152319,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152322,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152313,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019
oai:figshare.com:article/8152307,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019