id,oai_dc:dc,oai_dc:dc/dc:title,oai_dc:dc/dc:creator,oai_dc:dc/dc:source,oai_dc:dc/dc:publisher,oai_dc:dc/dc:date,oai_dc:dc/dc:type,oai_dc:dc/dc:format,oai_dc:dc/dc:identifier,oai_dc:dc/dc:description,oai_dc:dc/dc:language,oai_dc:dc/dc:rights,oai_dc:dc/dc:coverage,oai_dc:dc/dc:subject,oai_dc:dc/dc:relation,date
oai:pangaea.de:doi:10.1594/PANGAEA.687271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1991-03-17
oai:pangaea.de:doi:10.1594/PANGAEA.687607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1991-03-17
oai:pangaea.de:doi:10.1594/PANGAEA.687608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-03-17
oai:pangaea.de:doi:10.1594/PANGAEA.687647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1976-03-18
oai:pangaea.de:doi:10.1594/PANGAEA.687693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-03-19
oai:pangaea.de:doi:10.1594/PANGAEA.687699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-03-19
oai:pangaea.de:doi:10.1594/PANGAEA.687704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1979-03-19
oai:pangaea.de:doi:10.1594/PANGAEA.688475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1981-03-20
oai:pangaea.de:doi:10.1594/PANGAEA.688698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2001-03-25
oai:pangaea.de:doi:10.1594/PANGAEA.688711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-03-26
oai:pangaea.de:doi:10.1594/PANGAEA.688721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-03-26
oai:pangaea.de:doi:10.1594/PANGAEA.688740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1977-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1982-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688751,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.688785,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.689767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2001-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1979-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1980-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1981-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-03-27
oai:pangaea.de:doi:10.1594/PANGAEA.690364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-03-28
oai:pangaea.de:doi:10.1594/PANGAEA.690371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-03-31
oai:pangaea.de:doi:10.1594/PANGAEA.690393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1997-04-01
oai:pangaea.de:doi:10.1594/PANGAEA.690398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-04-01
oai:pangaea.de:doi:10.1594/PANGAEA.690404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-04-01
oai:pangaea.de:doi:10.1594/PANGAEA.690409,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-02
oai:pangaea.de:doi:10.1594/PANGAEA.690418,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-04-03
oai:pangaea.de:doi:10.1594/PANGAEA.690423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-03
oai:pangaea.de:doi:10.1594/PANGAEA.690435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-04-03
oai:pangaea.de:doi:10.1594/PANGAEA.690438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-04
oai:pangaea.de:doi:10.1594/PANGAEA.690441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-04-04
oai:pangaea.de:doi:10.1594/PANGAEA.690449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-04-07
oai:pangaea.de:doi:10.1594/PANGAEA.690483,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-04-08
oai:pangaea.de:doi:10.1594/PANGAEA.690503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2009-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1984-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690550,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690553,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1984-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690554,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1985-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1990-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1987-04-09
oai:pangaea.de:doi:10.1594/PANGAEA.690626,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1987-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-04-10
oai:pangaea.de:doi:10.1594/PANGAEA.690806,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-04-14
oai:pangaea.de:doi:10.1594/PANGAEA.690832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-04-14
oai:pangaea.de:doi:10.1594/PANGAEA.690848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-04-14
oai:pangaea.de:doi:10.1594/PANGAEA.690903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-04-16
oai:pangaea.de:doi:10.1594/PANGAEA.691012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1997-04-18
oai:pangaea.de:doi:10.1594/PANGAEA.691060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1997-04-18
oai:pangaea.de:doi:10.1594/PANGAEA.691304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-04-21
oai:pangaea.de:doi:10.1594/PANGAEA.691310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-04-22
oai:pangaea.de:doi:10.1594/PANGAEA.691313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-04-22
oai:pangaea.de:doi:10.1594/PANGAEA.691314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1984-04-22
oai:pangaea.de:doi:10.1594/PANGAEA.691329,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-04-22
oai:pangaea.de:doi:10.1594/PANGAEA.691332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001-04-22
oai:pangaea.de:doi:10.1594/PANGAEA.691343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1989-11-15
oai:pangaea.de:doi:10.1594/PANGAEA.691398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-04-24
oai:pangaea.de:doi:10.1594/PANGAEA.691407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-04-24
oai:pangaea.de:doi:10.1594/PANGAEA.691408,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003-04-24
oai:pangaea.de:doi:10.1594/PANGAEA.691455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-04-25
oai:pangaea.de:doi:10.1594/PANGAEA.691461,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1998-04-25
oai:pangaea.de:doi:10.1594/PANGAEA.691478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-04-25
oai:pangaea.de:doi:10.1594/PANGAEA.692007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-04-30
oai:pangaea.de:doi:10.1594/PANGAEA.692012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1987-04-30
oai:pangaea.de:doi:10.1594/PANGAEA.692049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1988-05-05
oai:pangaea.de:doi:10.1594/PANGAEA.692050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1987-05-05
oai:pangaea.de:doi:10.1594/PANGAEA.692076,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-05-05
oai:pangaea.de:doi:10.1594/PANGAEA.692091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1977-05-06
oai:pangaea.de:doi:10.1594/PANGAEA.692123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-05-07
oai:pangaea.de:doi:10.1594/PANGAEA.692130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1999-05-07
oai:pangaea.de:doi:10.1594/PANGAEA.692143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-05-07
oai:pangaea.de:doi:10.1594/PANGAEA.692144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-05-07
oai:pangaea.de:doi:10.1594/PANGAEA.692265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1974-05-09
oai:pangaea.de:doi:10.1594/PANGAEA.692856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2009-10-12
oai:pangaea.de:doi:10.1594/PANGAEA.693594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-05-15
oai:pangaea.de:doi:10.1594/PANGAEA.693723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-05-19
oai:pangaea.de:doi:10.1594/PANGAEA.693736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-05-19
oai:pangaea.de:doi:10.1594/PANGAEA.693818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1998-07-14
oai:pangaea.de:doi:10.1594/PANGAEA.693828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-05-20
oai:pangaea.de:doi:10.1594/PANGAEA.693833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-05-20
oai:pangaea.de:doi:10.1594/PANGAEA.693841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-05-20
oai:pangaea.de:doi:10.1594/PANGAEA.693872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-05-20
oai:pangaea.de:doi:10.1594/PANGAEA.693901,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-05-21
oai:pangaea.de:doi:10.1594/PANGAEA.693920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-05-21
oai:pangaea.de:doi:10.1594/PANGAEA.693926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-05-22
oai:pangaea.de:doi:10.1594/PANGAEA.693929,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-05-22
oai:pangaea.de:doi:10.1594/PANGAEA.693967,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-05-23
oai:pangaea.de:doi:10.1594/PANGAEA.693977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-05-26
oai:pangaea.de:doi:10.1594/PANGAEA.693981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006-05-26
oai:pangaea.de:doi:10.1594/PANGAEA.694021,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-05-27
oai:pangaea.de:doi:10.1594/PANGAEA.694035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-05-28
oai:pangaea.de:doi:10.1594/PANGAEA.694040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-05-28
oai:pangaea.de:doi:10.1594/PANGAEA.694041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-05-28
oai:pangaea.de:doi:10.1594/PANGAEA.694086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2005-05-28
oai:pangaea.de:doi:10.1594/PANGAEA.694693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2004-05-29
oai:pangaea.de:doi:10.1594/PANGAEA.694721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-05-29
oai:pangaea.de:doi:10.1594/PANGAEA.694724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-05-29
oai:pangaea.de:doi:10.1594/PANGAEA.695122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2004-05-30
oai:pangaea.de:doi:10.1594/PANGAEA.695230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-06-03
oai:pangaea.de:doi:10.1594/PANGAEA.695311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-06-03
oai:pangaea.de:doi:10.1594/PANGAEA.695320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-06-04
oai:pangaea.de:doi:10.1594/PANGAEA.695350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-06-04
oai:pangaea.de:doi:10.1594/PANGAEA.695369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-06-05
oai:pangaea.de:doi:10.1594/PANGAEA.695407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-06-06
oai:pangaea.de:doi:10.1594/PANGAEA.695432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-06-09
oai:pangaea.de:doi:10.1594/PANGAEA.695505,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1998-06-11
oai:pangaea.de:doi:10.1594/PANGAEA.695687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-06-16
oai:pangaea.de:doi:10.1594/PANGAEA.695831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007-06-17
oai:pangaea.de:doi:10.1594/PANGAEA.695832,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-06-17
oai:pangaea.de:doi:10.1594/PANGAEA.695931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1982-06-20
oai:pangaea.de:doi:10.1594/PANGAEA.695954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1978-06-20
oai:pangaea.de:doi:10.1594/PANGAEA.695995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-06-23
oai:pangaea.de:doi:10.1594/PANGAEA.696097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-06-24
oai:pangaea.de:doi:10.1594/PANGAEA.696106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2002-06-24
oai:pangaea.de:doi:10.1594/PANGAEA.696115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-06-24
oai:pangaea.de:doi:10.1594/PANGAEA.696118,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1997-06-25
oai:pangaea.de:doi:10.1594/PANGAEA.696121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1994-06-25
oai:pangaea.de:doi:10.1594/PANGAEA.696137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1997-06-25
oai:pangaea.de:doi:10.1594/PANGAEA.696198,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2008-06-25
oai:pangaea.de:doi:10.1594/PANGAEA.696220,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2008-06-25
oai:pangaea.de:doi:10.1594/PANGAEA.696223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-06-26
oai:pangaea.de:doi:10.1594/PANGAEA.696248,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2008-06-26
oai:pangaea.de:doi:10.1594/PANGAEA.696257,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-06-26
oai:pangaea.de:doi:10.1594/PANGAEA.696268,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-06-26
oai:pangaea.de:doi:10.1594/PANGAEA.696281,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2008-06-26
oai:pangaea.de:doi:10.1594/PANGAEA.696287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-06-27
oai:pangaea.de:doi:10.1594/PANGAEA.696291,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2008-06-27
oai:pangaea.de:doi:10.1594/PANGAEA.696302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008-06-27
oai:pangaea.de:doi:10.1594/PANGAEA.696411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-06-30
oai:pangaea.de:doi:10.1594/PANGAEA.696412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-06-30
oai:pangaea.de:doi:10.1594/PANGAEA.696421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-06-30
oai:pangaea.de:doi:10.1594/PANGAEA.696434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-07-01
oai:pangaea.de:doi:10.1594/PANGAEA.696439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1993-07-01
oai:pangaea.de:doi:10.1594/PANGAEA.696444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-07-02
oai:pangaea.de:doi:10.1594/PANGAEA.696450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1995-07-02
oai:pangaea.de:doi:10.1594/PANGAEA.698981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1983-07-03
oai:pangaea.de:doi:10.1594/PANGAEA.698993,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1984-07-03
oai:pangaea.de:doi:10.1594/PANGAEA.698997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1999-07-03
oai:pangaea.de:doi:10.1594/PANGAEA.700006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-07-03
oai:pangaea.de:doi:10.1594/PANGAEA.700011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1988-07-03
oai:pangaea.de:doi:10.1594/PANGAEA.700836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-07-04
oai:pangaea.de:doi:10.1594/PANGAEA.700864,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-07-04
oai:pangaea.de:doi:10.1594/PANGAEA.700889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1982-07-05
oai:pangaea.de:doi:10.1594/PANGAEA.700892,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1976-07-05
oai:pangaea.de:doi:10.1594/PANGAEA.700902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1988-07-07
oai:pangaea.de:doi:10.1594/PANGAEA.700904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002-07-07
oai:pangaea.de:doi:10.1594/PANGAEA.700954,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2000-07-08
oai:pangaea.de:doi:10.1594/PANGAEA.701224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2009-04-06
oai:pangaea.de:doi:10.1594/PANGAEA.701225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1998-07-10
oai:pangaea.de:doi:10.1594/PANGAEA.701229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-07-10
oai:pangaea.de:doi:10.1594/PANGAEA.701299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1986-07-14
oai:pangaea.de:doi:10.1594/PANGAEA.701300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1996-07-14
oai:pangaea.de:doi:10.1594/PANGAEA.701301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-07-14
oai:pangaea.de:doi:10.1594/PANGAEA.701302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2000-06-21
oai:pangaea.de:doi:10.1594/PANGAEA.701303,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-07-14
oai:pangaea.de:doi:10.1594/PANGAEA.701316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-07-14
oai:pangaea.de:doi:10.1594/PANGAEA.701317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1992-07-14
oai:pangaea.de:doi:10.1594/PANGAEA.701333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-07-15
oai:pangaea.de:doi:10.1594/PANGAEA.701337,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1989-07-15
oai:pangaea.de:doi:10.1594/PANGAEA.701338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2001-07-15
oai:pangaea.de:doi:10.1594/PANGAEA.701339,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2003-12-02
oai:pangaea.de:doi:10.1594/PANGAEA.701344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2001-12-06
oai:pangaea.de:doi:10.1594/PANGAEA.701345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1985-05-28
oai:pangaea.de:doi:10.1594/PANGAEA.701354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008-07-16
oai:pangaea.de:doi:10.1594/PANGAEA.701358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1987-07-16